Year,Category,Nominee,Won?
2009,Best Original Score - Motion Picture,"Frost/NixonComposed by Zimmer, Hans",no
2009,Best Original Song - Motion Picture,"'Down To Earth' Wall-E    Music by Newman, Thomas Music & Lyrics by Gabriel, Peter",no
2009,Best Original Song - Motion Picture,"'Gran Torino' Gran Torino    Music by Eastwood, Clint, Eastwood, Kyle, Stevens, Michael Music & Lyrics by Cullum, Jamie",no
2009,Best Original Song - Motion Picture,"'I Thought I Lost You' Bolt    Music & Lyrics by Cyrus, Miley, Steele, Jeffrey",no
2009,Best Original Song - Motion Picture,"'Once In A Lifetime' Cadillac Records    Music & Lyrics by Dench, Ian, Dring, James, Ghost, Amanda, Knowles, Beyoncé, McFarmon, Scott, Street, Jody",no
2009,Best Original Song - Motion Picture,"'The Wrestler' Wrestler, The    Music & Lyrics by Springsteen, Bruce",yes
2009,Best Television Series - Drama,Dexter,no
2009,Best Television Series - Drama,House,no
2009,Best Television Series - Drama,In Treatment,no
2009,Best Television Series - Drama,Mad Men,yes
2009,Best Television Series - Drama,True Blood,no
2009,Best Performance by an Actress In A Television Series - Drama,"Field, Sally in Brothers & Sisters",no
2009,Best Performance by an Actress In A Television Series - Drama,"Hargitay, Mariska in Law & Order",no
2009,Best Performance by an Actress In A Television Series - Drama,"Jones, January in Mad Men",no
2009,Best Performance by an Actress In A Television Series - Drama,"Paquin, Anna in True Blood",yes
2009,Best Performance by an Actress In A Television Series - Drama,"Sedgwick, Kyra in Closer, The",no
2009,Best Performance by an Actor In A Television Series - Drama,"Byrne, Gabriel in In Treatment",yes
2009,Best Performance by an Actor In A Television Series - Drama,"Hall, Michael C. in Dexter",no
2009,Best Performance by an Actor In A Television Series - Drama,"Hamm, Jon in Mad Men",no
2009,Best Performance by an Actor In A Television Series - Drama,"Laurie, Hugh in House",no
2009,Best Performance by an Actor In A Television Series - Drama,"Rhys Meyers, Jonathan in Tudors, The",no
2009,Best Television Series - Comedy Or Musical,30 Rock,yes
2009,Best Television Series - Comedy Or Musical,Californication,no
2009,Best Television Series - Comedy Or Musical,Entourage,no
2009,Best Television Series - Comedy Or Musical,"Office, The",no
2009,Best Television Series - Comedy Or Musical,Weeds,no
2009,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Applegate, Christina in Samantha Who ",no
2009,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Ferrera, America in Ugly Betty",no
2009,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Fey, Tina in 30 Rock",yes
2009,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Messing, Debra in Starter Wife, The",no
2009,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Parker, Mary-Louise in Weeds",no
2009,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Baldwin, Alec in 30 Rock",yes
2009,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Carell, Steve in Office, The",no
2009,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Connolly, Kevin in Entourage",no
2009,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Duchovny, David in Californication",no
2009,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Shalhoub, Tony in Monk",no
2009,Best Mini-Series Or Motion Picture Made for Television,Bernard And Doris,no
2009,Best Mini-Series Or Motion Picture Made for Television,Cranford,no
2009,Best Mini-Series Or Motion Picture Made for Television,John Adams,yes
2009,Best Mini-Series Or Motion Picture Made for Television,"Raisin In The Sun, A",no
2009,Best Mini-Series Or Motion Picture Made for Television,Recount,no
2009,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Dench, Judi in Cranford",no
2009,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Keener, Catherine in American Crime, An",no
2009,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Linney, Laura in John Adams",yes
2009,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"MacLaine, Shirley in Coco Chanel",no
2009,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Sarandon, Susan in Bernard And Doris",no
2009,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Fiennes, Ralph in Bernard And Doris",no
2009,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Giamatti, Paul in John Adams",yes
2009,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Spacey, Kevin in Recount",no
2009,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Sutherland, Kiefer in 24",no
2009,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Wilkinson, Tom in Recount",no
2009,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Atkins, Eileen in Cranford",no
2009,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Dern, Laura in Recount",yes
2009,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","George, Melissa in In Treatment",no
2009,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Griffiths, Rachel in Brothers & Sisters",no
2009,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Wiest, Dianne in In Treatment",no
2009,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Harris, Neil Patrick in How I Met Your Mother",no
2009,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Leary, Denis in Recount",no
2009,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Piven, Jeremy in Entourage",no
2009,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Underwood, Blair in In Treatment",no
2009,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Wilkinson, Tom in John Adams",yes
2008,Best Motion Picture - Drama,American Gangster,no
2008,Best Motion Picture - Drama,Atonement,yes
2008,Best Motion Picture - Drama,Eastern Promises,no
2008,Best Motion Picture - Drama,"Great Debaters, The",no
2008,Best Motion Picture - Drama,Michael Clayton,no
2008,Best Motion Picture - Drama,No Country For Old Men,no
2008,Best Motion Picture - Drama,There Will Be Blood,no
2008,Best Performance by an Actress in a Motion Picture - Drama,"Blanchett, Cate in Elizabeth: The Golden Age",no
2008,Best Performance by an Actress in a Motion Picture - Drama,"Christie, Julie in Away From Her",yes
2008,Best Performance by an Actress in a Motion Picture - Drama,"Foster, Jodie in Brave One, The",no
2008,Best Performance by an Actress in a Motion Picture - Drama,"Jolie, Angelina in Mighty Heart, A",no
2008,Best Performance by an Actress in a Motion Picture - Drama,"Knightley, Keira in Atonement",no
2008,Best Performance by an Actor in a Motion Picture - Drama,"Clooney, George in Michael Clayton",no
2008,Best Performance by an Actor in a Motion Picture - Drama,"Day-Lewis, Daniel in There Will Be Blood",yes
2008,Best Performance by an Actor in a Motion Picture - Drama,"McAvoy, James in Atonement",no
2008,Best Performance by an Actor in a Motion Picture - Drama,"Mortensen, Viggo in Eastern Promises",no
2008,Best Performance by an Actor in a Motion Picture - Drama,"Washington, Denzel in American Gangster",no
2008,Best Motion Picture - Comedy Or Musical,Across The Universe,no
2008,Best Motion Picture - Comedy Or Musical,Charlie Wilson's War,no
2008,Best Motion Picture - Comedy Or Musical,Hairspray,no
2008,Best Motion Picture - Comedy Or Musical,Juno,no
2008,Best Motion Picture - Comedy Or Musical,Sweeney Todd: The Demon Barber Of Fleet Street,yes
2008,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Adams, Amy in Enchanted",no
2008,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Blonsky, Nikki  in Hairspray",no
2008,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Bonham Carter, Helena in Sweeney Todd: The Demon Barber Of Fleet Street",no
2008,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Cotillard, Marion in La Vie En Rose",yes
2008,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Page, Ellen in Juno",no
2008,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Depp, Johnny in Sweeney Todd: The Demon Barber Of Fleet Street",yes
2008,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Gosling, Ryan in Lars and The Real Girl",no
2008,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Hanks, Tom in Charlie Wilson's War",no
2008,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Hoffman, Philip Seymour in Savages, The",no
2008,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Reilly, John C. in Walk Hard: The Dewey Cox Story",no
2008,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Blanchett, Cate in I'm Not There",yes
2008,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Roberts, Julia in Charlie Wilson's War",no
2008,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Ronan, Saoirse in Atonement",no
2008,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Ryan, Amy in Gone Baby Gone",no
2008,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Swinton, Tilda in Michael Clayton",no
2008,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Affleck, Casey in Assassination Of Jesse James By The Coward Robert Ford, The",no
2008,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Bardem, Javier in No Country For Old Men",yes
2008,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Hoffman, Philip Seymour in Charlie Wilson's War",no
2008,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Travolta, John in Hairspray",no
2008,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Wilkinson, Tom in Michael Clayton",no
2008,Best Animated Feature Film,Bee Movie,no
2008,Best Animated Feature Film,Ratatouille,yes
2008,Best Animated Feature Film,"Simpsons Movie, The",no
2008,Best Foreign Language Film,"4 Months, 3 Weeks And 2 Days from Romania, The Country of",no
2008,Best Foreign Language Film,"Diving Bell And The Butterfly, The from The Country of France | The Country of United States",yes
2008,Best Foreign Language Film,"Kite Runner, The from United States, The Country of",no
2008,Best Foreign Language Film,"Lust, Caution from Taiwan, The Country of",no
2008,Best Foreign Language Film,"Persepolis from France, The Country of",no
2008,Best Director - Motion Picture,"Burton, Tim for Sweeney Todd: The Demon Barber Of Fleet Street",no
2008,Best Director - Motion Picture,"Ethan Coen , Joel Coen  for No Country For Old Men",no
2008,Best Director - Motion Picture,"Schnabel, Julian for Diving Bell And The Butterfly, The",yes
2008,Best Director - Motion Picture,"Scott, Ridley for American Gangster",no
2008,Best Director - Motion Picture,"Wright, Joe for Atonement",no
2008,Best Screenplay - Motion Picture,"Atonement by Hampton, Christopher",no
2008,Best Screenplay - Motion Picture,"Charlie Wilson's War by Sorkin, Aaron",no
2008,Best Screenplay - Motion Picture,"Diving Bell And The Butterfly, The by Harwood, Ronald",no
2008,Best Screenplay - Motion Picture,"Juno by Cody, Diablo",no
2008,Best Screenplay - Motion Picture,"No Country For Old Men by Coen, Ethan, Coen, Joel",yes
2008,Best Original Score - Motion Picture,"Grace Is GoneComposed by Eastwood, Clint",no
2008,Best Original Score - Motion Picture,"Kite Runner, TheComposed by Iglesias, Alberto",no
2008,Best Original Score - Motion Picture,"AtonementComposed by Marianelli, Dario",yes
2008,Best Original Score - Motion Picture,"Eastern PromisesComposed by Shore, Howard",no
2008,Best Original Score - Motion Picture,"Into The WildComposed by Eddie Vedder , Michael Brook , Kaki King",no
2008,Best Original Song - Motion Picture,"'Despedida' Love In The Time Of Cholera    Music by Pinto, Antonio Music & Lyrics by Shakira",no
2008,Best Original Song - Motion Picture,"'Grace Is Gone' Grace Is Gone    Lyrics by Sager, Carole Bayer Music by Eastwood, Clint",no
2008,Best Original Song - Motion Picture,"'Guaranteed' Into The Wild    Music & Lyrics by Vedder, Eddie",yes
2008,Best Original Song - Motion Picture,"'That's How You Know' Enchanted    Lyrics by Schwartz, Stephen Music by Menken, Alan",no
2008,Best Original Song - Motion Picture,"'Walk Hard' Walk Hard: The Dewey Cox Story    Music & Lyrics by Apatow, Judd, Crenshaw, Marshall, Kasdan, Jake, Reilly, John C.",no
2008,Best Television Series - Drama,Big Love,no
2008,Best Television Series - Drama,Damages,no
2008,Best Television Series - Drama,Grey's Anatomy,no
2008,Best Television Series - Drama,House,no
2008,Best Television Series - Drama,Mad Men,yes
2008,Best Television Series - Drama,"Tudors, The",no
2008,Best Performance by an Actress In A Television Series - Drama,"Arquette, Patricia in Medium",no
2008,Best Performance by an Actress In A Television Series - Drama,"Close, Glenn in Damages",yes
2008,Best Performance by an Actress In A Television Series - Drama,"Driver, Minnie in Riches, The",no
2008,Best Performance by an Actress In A Television Series - Drama,"Falco, Edie in Sopranos, The",no
